account,traditional_category
a05919,isolated
a13203,forward_only
a17764,backward_only
a22346,both_directions
a29500,backward_only
a24655,forward_only
a29623,forward_only
a30004,isolated
a11689,isolated
a01979,backward_only
a25279,backward_only
a25691,isolated
a02112,forward_only
a25742,isolated
a11954,backward_only
a27079,backward_only
a23230,isolated
a04607,isolated
a08574,isolated
a20626,isolated
a30596,forward_only
a08783,backward_only
a01520,forward_only
a15652,forward_only
a25258,isolated
a18037,isolated
a26951,forward_only
a01880,forward_only
a24564,both_directions
a02785,isolated
a09767,backward_only
a08150,forward_only
a29141,isolated
a07610,isolated
a00575,isolated
a12096,forward_only
a25200,isolated
a10231,both_directions
a27508,isolated
a18408,forward_only
a02040,isolated
a13136,backward_only
a28446,backward_only
a05632,isolated
a00739,forward_only
a29283,isolated
a17277,backward_only
a26516,backward_only
a25336,isolated
a18019,isolated
a29235,forward_only
a17516,isolated
a24172,backward_only
a03657,backward_only
a20687,backward_only
a08506,isolated
a22754,both_directions
a30290,forward_only
a03669,isolated
a13843,isolated
a13212,isolated
a15007,isolated
a03514,backward_only
a18231,isolated
a14412,isolated
a30606,isolated
a29672,forward_only
a30631,isolated
a03095,backward_only
a08415,isolated
a05111,isolated
a02702,forward_only
a16448,backward_only
a20900,backward_only
a19988,isolated
a22094,isolated
a09994,isolated
a07427,backward_only
a01271,isolated
a31321,both_directions
a17385,both_directions
a10595,forward_only
a01991,isolated
a27639,backward_only
a24179,isolated
a14526,both_directions
a12427,forward_only
a14398,backward_only
a00681,isolated
a18431,isolated
a30558,backward_only
a08386,isolated
a26686,forward_only
a18870,backward_only
a26699,both_directions
a23160,backward_only
a24263,both_directions
a29345,forward_only
a17233,forward_only
a15124,isolated
a28553,both_directions
a25466,isolated
a01703,backward_only
a28587,isolated
a16109,isolated
a13384,isolated
a05811,forward_only
a24862,forward_only
a08112,isolated
a12923,isolated
a30921,isolated
a17147,backward_only
a13869,isolated
a23284,isolated
a18442,isolated
a07835,isolated
a03887,isolated
a02802,backward_only
a17824,isolated
a27776,isolated
a07218,isolated
a26140,forward_only
a09077,isolated
a16161,isolated
a15550,isolated
a01043,isolated
a26100,isolated
a17830,backward_only
a18739,isolated
a23790,backward_only
a16845,isolated
a19876,backward_only
a26849,both_directions
a09417,isolated
a05304,backward_only
a27425,backward_only
a27853,backward_only
a31498,isolated
a05385,backward_only
a20136,isolated
a28452,both_directions
a16470,isolated
a28481,backward_only
a10012,both_directions
a18793,isolated
a09164,backward_only
a14763,both_directions
a19280,both_directions
a15238,backward_only
a09458,forward_only
a13003,backward_only
a30079,both_directions
a05469,isolated
a26956,both_directions
a20490,isolated
a04611,backward_only
a04877,isolated
a17309,both_directions
a26305,backward_only
a07193,isolated
a18994,isolated
a10676,isolated
a27719,isolated
a00709,backward_only
a05359,isolated
a09562,both_directions
a05109,backward_only
a26445,isolated
a19476,backward_only
a00744,both_directions
a08077,backward_only
a28134,forward_only
a13511,isolated
a15528,forward_only
a30357,forward_only
a10014,both_directions
a13170,isolated
a26810,isolated
a04442,backward_only
a29743,backward_only
a19191,isolated
a28207,isolated
a27737,isolated
a03900,backward_only
a00340,forward_only
a03573,both_directions
a05936,isolated
a30345,both_directions
a26653,isolated
a06732,isolated
a09729,backward_only
a19614,isolated
a24104,forward_only
a05797,forward_only
a29717,isolated
a30226,backward_only
a17257,backward_only
a28783,isolated
a14018,both_directions
a18878,isolated
a09940,both_directions
a24352,both_directions
a24940,backward_only
a02057,forward_only
a22015,isolated
a04605,backward_only
a16792,isolated
a20717,isolated
a17235,forward_only
a18853,backward_only
a07296,backward_only
a23358,isolated
a22385,isolated
a07967,isolated
a21988,backward_only
a08893,forward_only
a11528,isolated
a06284,isolated
a29004,backward_only
a29907,forward_only
a02213,isolated
a08359,isolated
a15383,forward_only
a12755,isolated
a18683,isolated
a13781,isolated
a10365,both_directions
a13621,forward_only
a25482,isolated
a21872,backward_only
a07342,isolated
a12505,isolated
a04775,backward_only
a30863,backward_only
a06090,isolated
a22948,isolated
a07467,forward_only
a13310,isolated
a13160,isolated
a14614,backward_only
a14760,isolated
a28854,isolated
a17075,both_directions
a19173,backward_only
a13996,forward_only
a12645,isolated
a00189,forward_only
a16157,isolated
a17115,backward_only
a09106,isolated
a01643,backward_only
a29535,forward_only
a14011,isolated
a10651,backward_only
a08457,isolated
a16162,backward_only
a08289,both_directions
a28183,isolated
a19190,both_directions
a04653,isolated
a19203,isolated
a12031,backward_only
a06296,backward_only
a07033,both_directions
a18450,both_directions
a08771,forward_only
a07295,both_directions
a07556,backward_only
a21329,backward_only
a30824,forward_only
a20935,isolated
a05279,backward_only
a27553,isolated
a24876,isolated
a04871,isolated
a03132,forward_only
a12685,isolated
a23324,isolated
a09150,forward_only
a29447,isolated
a20725,both_directions
a10150,forward_only
a04474,isolated
a05759,isolated
a29093,backward_only
a22302,isolated
a21985,isolated
a21806,backward_only
a23298,forward_only
a02706,isolated
a06303,forward_only
a19940,isolated
a11041,isolated
a25479,backward_only
a30851,backward_only
a15958,both_directions
a29533,isolated
a01108,backward_only
a28172,isolated
a05375,both_directions
a22997,backward_only
a16459,forward_only
a21131,isolated
a10010,both_directions
a01944,isolated
a21171,both_directions
a25801,isolated
a02344,backward_only
a16368,backward_only
a17618,backward_only
a12593,both_directions
a21048,isolated
a22735,both_directions
a15709,backward_only
a11493,isolated
a05405,isolated
a24858,isolated
a29151,isolated
a12394,backward_only
a11554,forward_only
a01112,both_directions
a24156,backward_only
a00009,backward_only
a23177,backward_only
a02547,isolated
a18900,backward_only
a23241,isolated
a13320,isolated
a12092,backward_only
a21313,isolated
a10051,backward_only
a29497,forward_only
a04941,isolated
a26081,isolated
a11150,isolated
a10436,isolated
a16294,isolated
a05382,forward_only
a17616,forward_only
a07165,isolated
a24971,forward_only
a13779,both_directions
a25283,isolated
a28456,isolated
a16400,both_directions
a14507,isolated
a14776,isolated
a17003,isolated
a16262,forward_only
a01487,both_directions
a31125,backward_only
a29133,both_directions
a13247,both_directions
a12789,forward_only
a22475,isolated
a08274,isolated
a03700,isolated
a08749,both_directions
a30095,isolated
a18317,forward_only
a27620,isolated
a23355,forward_only
a11634,isolated
a27646,backward_only
a10900,both_directions
a14076,both_directions
a25375,both_directions
a26495,backward_only
a18603,isolated
a24005,isolated
a28580,backward_only
a19825,backward_only
a18901,both_directions
a19604,isolated
a23142,forward_only
a21663,isolated
a24485,both_directions
a03821,forward_only
a23731,forward_only
a30622,both_directions
a18127,isolated
a01689,isolated
a00842,forward_only
a07797,isolated
a09359,both_directions
a16004,backward_only
a15039,backward_only
a24879,forward_only
a16522,isolated
a08253,backward_only
a18029,isolated
a20921,isolated
a09548,both_directions
a05544,backward_only
a29190,isolated
a00987,isolated
a00142,isolated
a31090,isolated
a10996,backward_only
a24705,forward_only
a18010,isolated
a14586,backward_only
a09281,forward_only
a03412,backward_only
a22624,backward_only
a11062,isolated
a30165,isolated
a23637,backward_only
a26713,forward_only
a29952,isolated
a30036,forward_only
a24177,backward_only
a20042,isolated
a00089,isolated
a17543,both_directions
a28604,forward_only
a17562,isolated
a18074,both_directions
a02432,isolated
a10389,forward_only
a08740,both_directions
a07084,backward_only
a18991,isolated
a09621,both_directions
a14164,isolated
a22791,isolated
a17922,forward_only
a07200,backward_only
a28776,isolated
a09907,isolated
a22561,isolated
a26666,backward_only
a15214,backward_only
a13533,backward_only
a07959,isolated
a26884,isolated
a17276,backward_only
a19165,isolated
a04801,isolated
a06548,isolated
a13098,backward_only
a09996,forward_only
a00350,backward_only
a25552,isolated
a18027,isolated
a13248,isolated
a10578,backward_only
a22152,forward_only
a23987,isolated
a03475,backward_only
a06009,backward_only
a08495,isolated
a12596,isolated
a25569,isolated
a19236,isolated
a10730,isolated
a15788,both_directions
a03525,both_directions
a03652,isolated
a08980,backward_only
a12515,isolated
a23332,backward_only
a21388,forward_only
a28835,backward_only
a13080,forward_only
a12740,isolated
a08097,isolated
a03187,isolated
a08659,isolated
a12259,isolated
a23050,isolated
a06311,isolated
a11675,isolated
a01104,forward_only
a10617,isolated
a14083,isolated
a07256,forward_only
a04555,both_directions
a25872,isolated
a21519,both_directions
a27216,backward_only
a09618,backward_only
a03694,isolated
a28254,isolated
a29181,both_directions
a14514,isolated
a09838,isolated
a29992,isolated
a27662,isolated
a06092,isolated
a31210,isolated
a18172,isolated
a07935,both_directions
a12391,isolated
a13616,isolated
a12837,isolated
a16107,forward_only
a05494,both_directions
a23357,both_directions
a00950,forward_only
a10991,isolated
a27340,isolated
a11829,backward_only
a03322,isolated
a26781,isolated
a24911,isolated
a20380,backward_only
a01352,isolated
a05145,forward_only
a26845,both_directions
a15985,backward_only
a10200,isolated
a15994,backward_only
a21138,isolated
a00896,forward_only
a27894,isolated
a24794,isolated
a26099,isolated
a30992,both_directions
a19004,both_directions
a28157,isolated
a22669,isolated
a07383,backward_only
a17614,isolated
a22770,forward_only
a06093,backward_only
a02225,isolated
a11094,both_directions
a30308,isolated
a13556,isolated
a07590,forward_only
a08764,backward_only
a04273,isolated
a29845,backward_only
a21502,isolated
a27187,isolated
a14472,both_directions
a04422,isolated
a15588,isolated
a24322,both_directions
a07957,isolated
a23483,backward_only
a08501,both_directions
a01259,isolated
a15518,both_directions
a22860,forward_only
a02279,isolated
a23994,isolated
a05101,isolated
a29837,backward_only
a19013,backward_only
a28464,both_directions
a27585,isolated
a27592,backward_only
a13576,forward_only
a21889,backward_only
a13362,isolated
a14273,isolated
a01862,both_directions
a29991,forward_only
a03021,isolated
a00986,isolated
a16327,isolated
a30591,backward_only
a29997,backward_only
a19022,isolated
a13216,forward_only
a07993,forward_only
a06380,isolated
a04315,both_directions
a07026,isolated
a14685,backward_only
a25620,backward_only
a11597,both_directions
a00885,both_directions
a16832,isolated
a06832,backward_only
a23544,both_directions
a25206,isolated
a24343,isolated
a04448,isolated
a29639,isolated
a15611,isolated
a03988,both_directions
a10266,isolated
a28605,isolated
a03101,isolated
a07472,forward_only
a27929,backward_only
a27350,isolated
a12181,isolated
a05149,isolated
a22916,backward_only
a17518,both_directions
a27221,isolated
a05320,isolated
a03685,isolated
a15194,forward_only
a30350,forward_only
a27440,backward_only
a25071,isolated
a00325,isolated
a28087,backward_only
a26088,isolated
a30995,isolated
a21771,both_directions
a22197,backward_only
a14046,isolated
a15755,backward_only
a28690,forward_only
a11961,both_directions
a17163,both_directions
a00044,isolated
a21344,isolated
a22717,isolated
a20273,isolated
a17076,both_directions
a11658,isolated
a24665,backward_only
a26708,backward_only
a27524,isolated
a17529,isolated
a22088,isolated
a28274,isolated
a15333,isolated
a13563,isolated
a14102,backward_only
a25344,both_directions
a21890,isolated
a03531,both_directions
a07146,isolated
a26376,isolated
a00573,backward_only
a07640,isolated
a17823,isolated
a27642,backward_only
a26148,both_directions
a20075,backward_only
a28955,isolated
a03409,isolated
a08431,both_directions
a02839,isolated
a09130,both_directions
a07133,isolated
a02884,forward_only
a03828,both_directions
a16103,both_directions
a01335,isolated
a03940,backward_only
a05723,isolated
a23729,backward_only
a17187,both_directions
a30998,backward_only
a30403,isolated
a19230,both_directions
a00289,isolated
a27226,both_directions
a23630,forward_only
a00145,isolated
a28275,isolated
a31433,isolated
a27244,both_directions
a25107,isolated
a22673,isolated
a10605,isolated
a11171,both_directions
a22464,isolated
a06323,isolated
a18764,both_directions
a23274,isolated
a00561,isolated
a18409,both_directions
a29654,isolated
a06377,isolated
a30254,both_directions
a24465,isolated
a05192,isolated
a30892,forward_only
a09402,backward_only
a14366,both_directions
a01334,backward_only
a28829,both_directions
a27263,isolated
a08397,backward_only
a04635,isolated
a12975,isolated
a16890,forward_only
a17459,both_directions
a15456,backward_only
a16967,backward_only
a19644,isolated
a08553,isolated
a19220,both_directions
a03010,isolated
a02594,backward_only
a25008,isolated
a15473,both_directions
a18781,isolated
a08727,backward_only
a14531,backward_only
a00663,isolated
a19409,isolated
a03642,backward_only
a10936,isolated
a08511,forward_only
a06319,forward_only
a05036,backward_only
a21736,backward_only
a04300,backward_only
a28322,backward_only
a27344,both_directions
a07441,backward_only
a05795,forward_only
a09197,isolated
a20431,forward_only
a20844,isolated
a15986,forward_only
a21724,forward_only
a28349,both_directions
a08337,backward_only
a29829,isolated
a25294,isolated
a10972,isolated
a12154,isolated
a31213,isolated
a06949,isolated
a22813,isolated
a18888,isolated
a09580,isolated
a25933,forward_only
a28737,forward_only
a15338,backward_only
a10403,isolated
a26815,isolated
a17382,isolated
a18987,forward_only
a25076,backward_only
a19933,isolated
a05584,backward_only
a10461,backward_only
a28864,backward_only
a04461,both_directions
a08468,forward_only
a03529,isolated
a24969,isolated
a08020,both_directions
a15122,forward_only
a24515,forward_only
a22659,forward_only
a04009,isolated
a06553,isolated
a14417,isolated
a06871,forward_only
a25564,isolated
a05355,backward_only
a07339,isolated
a14081,isolated
a23723,both_directions
